date;PM10;temp;HR;PP;VV;DV
23/02/2018 08:00;28.31;20;94;0;2;195
23/02/2018 09:00;34.54;20.4;90;0;3.6;198
23/02/2018 10:00;46.13;23.4;78;0;1.4;223
23/02/2018 11:00;43.1;24;73;0;2;204
23/02/2018 12:00;36.23;24.1;75;0;2.1;198
23/02/2018 13:00;32.96;25.7;71;0;1.9;196
23/02/2018 14:00;29.68;25.2;70;0;4.3;176
23/02/2018 15:00;23.79;23.1;78;0;4.2;201
23/02/2018 16:00;21.71;23.3;79;0;3.2;196
23/02/2018 17:00;19.62;23.3;79;0;3.2;209
23/02/2018 18:00;20.14;23.5;77;0;1.8;202
23/02/2018 19:00;22.44;22.7;81;0;2;213
23/02/2018 20:00;31.36;21.4;87;0;1.7;215
23/02/2018 21:00;43.53;21.7;85;0;1.9;212
23/02/2018 22:00;36.07;22;83;0;1.6;214
23/02/2018 23:00;24.68;21.7;82;0;1.8;219
24/02/2018 00:00;29.06;21.7;83;0;1.6;212
24/02/2018 01:00;27;21.7;83;0;0.1;192
24/02/2018 02:00;22.26;19.9;91;0;2.7;206
24/02/2018 03:00;21.82;19.5;94;0;1.7;202
24/02/2018 04:00;29.08;20.1;93;0;0.2;246
24/02/2018 05:00;29.1;20.8;90;0;1.6;199
24/02/2018 06:00;20.52;20.1;90;0;2.7;198
24/02/2018 07:00;20.04;20.2;92;0;1.7;210
24/02/2018 08:00;32.44;21.2;87;0;1.9;192
24/02/2018 09:00;51.96;23;78;0;2.4;198
24/02/2018 10:00;43.47;23.9;73;0;4.1;199
24/02/2018 11:00;38.93;24.6;71;0;3.8;197
24/02/2018 12:00;21.63;25.6;64;0;3.6;198
24/02/2018 13:00;16.35;27.2;58;0;3.9;213
24/02/2018 14:00;15.75;27.1;56;0;4.5;209
24/02/2018 15:00;21.33;27.6;55;0;4;217
24/02/2018 16:00;25.36;26.5;60;0;4.3;217
24/02/2018 17:00;53.08;25.3;66;0;3.2;212
24/02/2018 18:00;64.93;24.6;68;0;3.2;209
24/02/2018 19:00;30.45;24.5;65;0;2.8;217
24/02/2018 20:00;45.05;24.7;67;0;1.7;231
24/02/2018 21:00;47.01;24.8;66;0;1.5;235
24/02/2018 22:00;27.53;24.2;68;0;1.8;220
24/02/2018 23:00;18.12;24.4;70;0;2.3;216
25/02/2018 00:00;16.36;21.7;86;0;1.8;220
25/02/2018 01:00;14.57;21.6;87;0;2;212
25/02/2018 02:00;12.2;21.2;88;0;0.9;216
25/02/2018 03:00;9.39;19.9;91;0;3.5;196
25/02/2018 04:00;7.03;19.3;95;0;2.1;203
25/02/2018 05:00;6.5;19.2;96;0;0.8;232
25/02/2018 06:00;8.24;19.1;95;0;0.4;199
25/02/2018 07:00;15.54;19.8;94;0;1.2;194
25/02/2018 08:00;23.91;21;88;0;1.2;261
25/02/2018 09:00;23.29;23.1;78;0;1.5;214
25/02/2018 10:00;8.74;24.1;73;0;3.2;199
25/02/2018 11:00;11.42;24;74;0;4.5;209
25/02/2018 12:00;20.49;25;71;0;3.4;221
25/02/2018 13:00;13.79;25;69;0;4;215
25/02/2018 14:00;15.17;24.9;70;0;4.4;211
25/02/2018 15:00;13.27;24.9;71;0;4;210
25/02/2018 16:00;9;23.7;76;0;4.8;211
25/02/2018 17:00;11.19;22.7;80;0;3.1;214
25/02/2018 18:00;15.1;22.3;83;0;2.8;210
25/02/2018 19:00;15.91;22.2;83;0;3.3;215
25/02/2018 20:00;17.05;22.4;80;0;2.7;215
25/02/2018 21:00;22;22.5;80;0;1.4;231
25/02/2018 22:00;24.09;22;85;0;1.8;223
25/02/2018 23:00;22.99;22.9;78;0;1.7;215
26/02/2018 00:00;25.96;21.7;85;0;2.4;212
26/02/2018 01:00;18.88;21.9;84;0;1.4;222
26/02/2018 02:00;15.03;22.2;82;0;1.6;218
26/02/2018 03:00;8.12;20.4;89;0;3;203
26/02/2018 04:00;7.57;19.7;93;0;1.3;205
26/02/2018 05:00;7.73;19.5;94;0;1.5;229
26/02/2018 06:00;9.23;19.4;95;0;1.1;207
26/02/2018 07:00;12.45;19.7;95;0;1.5;206
26/02/2018 08:00;20.04;20.3;93;0;1.5;220
26/02/2018 09:00;23.37;23.2;80;0;2.5;204
26/02/2018 10:00;20.8;23.1;79;0;3.5;198
26/02/2018 11:00;19.07;24.9;71;0;2.9;203
26/02/2018 12:00;16.47;23.9;73;0;5.5;211
26/02/2018 13:00;19.38;23.8;75;0;4.5;210
26/02/2018 14:00;25.68;24.6;73;0;3.7;222
26/02/2018 15:00;21.24;25.3;67;0;4.2;220
26/02/2018 16:00;41.14;23.7;72;0;4.4;217
26/02/2018 17:00;36.22;23.6;73;0;3.5;210
26/02/2018 18:00;25.42;23.5;73;0;3.6;213
26/02/2018 19:00;23.66;23.4;74;0;0.9;248
26/02/2018 20:00;22.21;23.1;76;0;2.7;210
26/02/2018 21:00;34.56;23.2;75;0;1.7;224
26/02/2018 22:00;22.9;23.3;75;0;2.8;222
26/02/2018 23:00;25.42;23.2;76;0;1.8;229
27/02/2018 00:00;23.7;23.5;74;0;2.2;215
27/02/2018 01:00;18.79;22.7;82;0;1.9;220
27/02/2018 02:00;16.51;22.4;82;0;2.1;213
27/02/2018 03:00;14.85;21.6;86;0;2.3;214
27/02/2018 04:00;16.58;21.5;87;0;1.7;216
27/02/2018 05:00;16;21.7;86;0;1.8;209
27/02/2018 06:00;15.13;20.7;89;0;3;208
27/02/2018 07:00;20.05;20.3;92;0;1.9;211
27/02/2018 08:00;24.28;21.4;87;0;1.5;216
27/02/2018 09:00;21.52;22.6;80;0;1.7;219
27/02/2018 10:00;32.52;23.9;77;0;3.4;217
27/02/2018 11:00;28.9;24.4;73;0;3.9;221
27/02/2018 12:00;22.69;24.6;72;0;5;213
27/02/2018 13:00;24.5;23.9;74;0;4.5;213
27/02/2018 14:00;31.46;25.2;71;0;4.3;218
27/02/2018 15:00;33.41;25.1;68;0;4.7;216
27/02/2018 16:00;35.35;25.5;67;0;4.4;215
27/02/2018 17:00;31.32;24.5;71;0;4.1;212
27/02/2018 18:00;31.29;23.8;74;0;2.1;237
27/02/2018 19:00;26.15;23.5;75;0;2.5;236
27/02/2018 20:00;23.18;23.2;78;0;2.2;227
27/02/2018 21:00;21.32;22.7;80;0;1.6;233
27/02/2018 22:00;22.76;22.3;81;0;1.7;229
27/02/2018 23:00;19.02;22.2;84;0;1.9;225
28/02/2018 00:00;14.86;21.8;85;0;1.9;208
28/02/2018 01:00;16.87;21.6;85;0;0.6;238
28/02/2018 02:00;16.56;20.8;89;0;2.7;205
28/02/2018 03:00;20.18;20.3;91;0;1.7;210
28/02/2018 04:00;19.37;20.1;91;0;1.7;210
28/02/2018 05:00;12.81;20;93;0;1.5;204
28/02/2018 06:00;8.97;19.4;94;0;1.6;195
28/02/2018 07:00;13.54;19;95;0;1.5;193
28/02/2018 08:00;18.01;19.7;94;0;1.2;183
28/02/2018 09:00;;21.8;83;0;2.2;196
28/02/2018 10:00;;22.7;80;0;2.9;208
28/02/2018 11:00;;23.7;74;0;3.3;198
28/02/2018 12:00;;23.7;74;0;3.9;200
28/02/2018 13:00;;22.6;78;0;4.8;206
28/02/2018 14:00;24.02;24.1;74;0;4.2;220
28/02/2018 15:00;29.89;24.4;70;0;3.6;216
28/02/2018 16:00;43.65;23.5;74;0;4.5;212
28/02/2018 17:00;32.59;24.3;68;0;4.7;212
28/02/2018 18:00;17.5;23.5;74;0;3.8;219
28/02/2018 19:00;18.23;22.3;79;0;3.5;222
28/02/2018 20:00;23.12;22.3;82;0;2.2;224
28/02/2018 21:00;34.82;22.6;76;0;2.8;225
28/02/2018 22:00;30.69;23.5;70;0;1.5;222
28/02/2018 23:00;20.77;22.3;78;0;2.3;217
1/03/2018 00:00;18.14;22.3;78;0;1.4;225
1/03/2018 01:00;21.03;22.2;81;0;2;217
1/03/2018 02:00;23.18;22.1;83;0;0.7;224
1/03/2018 03:00;12.53;20.7;88;0;1.6;209
1/03/2018 04:00;10.28;19.8;93;0;1.3;224
1/03/2018 05:00;10.95;19.9;93;0;1;245
1/03/2018 06:00;10.03;19.6;93;0;2.2;217
1/03/2018 07:00;18.39;19.3;95;0;1.2;277
1/03/2018 08:00;45.68;20.2;92;0;1.3;230
1/03/2018 09:00;51.42;23.4;75;0;2;213
1/03/2018 10:00;33.64;24;72;0;3.4;195
1/03/2018 11:00;25.11;23.7;75;0;4.6;194
1/03/2018 12:00;25.03;23.2;76;0;5.2;200
1/03/2018 13:00;24.99;23.9;76;0;3.2;202
1/03/2018 14:00;24.95;24.2;71;0;4;212
1/03/2018 15:00;27.11;24.2;71;0;4.4;211
1/03/2018 16:00;30.84;23.2;74;0;3.9;218
1/03/2018 17:00;32.54;23.5;74;0;4.1;209
1/03/2018 18:00;26.27;23.1;73;0;2.4;231
1/03/2018 19:00;23.71;22;81;0;2.3;216
1/03/2018 20:00;24;21.4;84;0;1.8;226
1/03/2018 21:00;25.56;21.3;85;0;1.8;217
1/03/2018 22:00;27.9;21.5;82;0;1.5;226
1/03/2018 23:00;17.1;21.3;84;0;2.9;205
2/03/2018 00:00;17.07;20.3;91;0;2.2;215
2/03/2018 01:00;25.56;20.1;90;0;1;258
2/03/2018 02:00;27.33;20.3;91;0;0.4;274
2/03/2018 03:00;21.16;20.3;92;0;1;206
2/03/2018 04:00;18.87;19.5;94;0;1.2;209
2/03/2018 05:00;14.5;19.2;95;0;1.3;210
2/03/2018 06:00;14.35;19.1;95;0;2;190
2/03/2018 07:00;17.8;18.7;96;0;1.6;198
2/03/2018 08:00;24.92;19.1;95;0;1.4;206
2/03/2018 09:00;53.08;21.4;87;0;1.8;264
2/03/2018 10:00;27.89;24.7;71;0;2.2;205
2/03/2018 11:00;21.61;23.3;74;0;3.9;197
2/03/2018 12:00;21.74;23.9;71;0;4.1;201
2/03/2018 13:00;21.52;24.4;69;0;4.6;212
2/03/2018 14:00;28.08;23.3;76;0;3.8;211
2/03/2018 15:00;31.35;24.7;68;0;5;214
2/03/2018 16:00;34.63;24.1;73;0;5.2;216
2/03/2018 17:00;29;23;78;0;4.5;223
2/03/2018 18:00;28.17;23.1;80;0;3.6;234
2/03/2018 19:00;22.15;21.9;83;0;3;230
2/03/2018 20:00;25.78;22.1;81;0;1.3;252
2/03/2018 21:00;26.94;22;81;0;1.9;226
2/03/2018 22:00;26.08;21.9;81;0;1.6;224
2/03/2018 23:00;24.04;21.7;84;0;1.3;251
3/03/2018 00:00;22.39;21.1;86;0;2.7;230
3/03/2018 01:00;17.82;21.5;86;0;1.6;233
3/03/2018 02:00;23.05;21.3;85;0;2.1;214
3/03/2018 03:00;17.83;21.2;87;0;1.7;225
3/03/2018 04:00;18.35;20.4;91;0;2.1;216
3/03/2018 05:00;20.24;20.4;90;0;0.4;208
3/03/2018 06:00;17.25;20.8;88;0;1.1;215
3/03/2018 07:00;14.56;20.1;90;0;2.4;216
3/03/2018 08:00;16.59;19.1;94;0;2.5;209
3/03/2018 09:00;16.38;20.8;87;0;3.4;195
3/03/2018 10:00;16.88;22.1;82;0;4.5;200
3/03/2018 11:00;22.52;23.7;74;0;3;199
3/03/2018 12:00;17.59;22.8;77;0;4.5;203
3/03/2018 13:00;17.68;22.9;76;0;3.6;207
3/03/2018 14:00;15.85;23.1;75;0;4.7;212
3/03/2018 15:00;20.64;23.1;75;0;4.5;218
3/03/2018 16:00;20.87;23.4;73;0;3.8;213
3/03/2018 17:00;17.43;23.1;78;0;4.9;215
3/03/2018 18:00;17.7;22.1;81;0;4.6;213
3/03/2018 19:00;18.6;21.3;84;0;3.4;218
3/03/2018 20:00;23.33;21.7;84;0;2.2;220
3/03/2018 21:00;39.07;21.4;84;0;2.3;234
3/03/2018 22:00;21.45;21.6;83;0;1.2;241
3/03/2018 23:00;19.46;21.5;83;0;2.1;229
4/03/2018 00:00;15.68;21.4;83;0;1.8;235
4/03/2018 01:00;16.41;21.2;84;0;1.4;253
4/03/2018 02:00;20.12;21.1;85;0;1.8;219
4/03/2018 03:00;19.03;21.2;85;0;1.2;229
4/03/2018 04:00;15.64;20.8;86;0;2.2;219
4/03/2018 05:00;14.89;20.6;87;0;2.1;213
4/03/2018 06:00;14.84;20.1;89;0;2.5;210
4/03/2018 07:00;15.17;20.2;92;0;2.3;210
4/03/2018 08:00;15.89;20.1;90;0;2.1;193
4/03/2018 09:00;25.48;20.4;89;0;2.8;194
4/03/2018 10:00;20.44;22.6;81;0;3.2;185
4/03/2018 11:00;23.7;23.1;77;0;3.7;195
4/03/2018 12:00;22.82;23.3;77;0;5.1;199
4/03/2018 13:00;22.64;23.3;76;0;4.7;206
4/03/2018 14:00;22.45;25.7;67;0;2.8;230
4/03/2018 15:00;27.95;23.8;72;0;3.1;224
4/03/2018 16:00;51.93;23.8;72;0;4.8;216
4/03/2018 17:00;106.8;23.6;75;0;3.8;212
4/03/2018 18:00;26.53;23.6;74;0;4.5;218
4/03/2018 19:00;22.17;22.2;81;0;3.6;221
4/03/2018 20:00;17.43;21.4;82;0;3.6;213
4/03/2018 21:00;17.01;21.1;84;0;2.7;225
4/03/2018 22:00;17.86;20.7;85;0;2.4;230
4/03/2018 23:00;18.58;20.9;86;0;3.2;212
5/03/2018 00:00;19.8;20.5;87;0;1.9;219
5/03/2018 01:00;19.78;20.4;87;0;2.5;215
5/03/2018 02:00;18.97;20.6;87;0;2.8;208
5/03/2018 03:00;22.05;20.6;88;0;2.7;215
5/03/2018 04:00;18.39;20.4;88;0;2;207
5/03/2018 05:00;17.83;20.3;87;0;2.4;215
5/03/2018 06:00;17.74;20.1;87;0;2;209
5/03/2018 07:00;17.65;20.5;87;0;1.6;209
5/03/2018 08:00;15.31;20.9;84;0;1.5;226
5/03/2018 09:00;20.54;21.9;80;0;2.1;208
5/03/2018 10:00;;23.2;76;0;1.4;226
5/03/2018 11:00;;24.5;70;0;3.9;206
5/03/2018 12:00;;23.7;75;0;4.3;191
5/03/2018 13:00;;23.9;74;0;3.1;197
5/03/2018 14:00;;23.9;74;0;4.8;200
5/03/2018 15:00;;23.2;75;0;3.1;200
5/03/2018 16:00;;21.9;83;0;3.8;201
5/03/2018 17:00;;21.4;84;0;3.6;213
5/03/2018 18:00;;21;85;0;3.4;209
5/03/2018 19:00;;21.4;82;0;2.2;215
5/03/2018 20:00;;20;89;0;0.7;227
5/03/2018 21:00;;20.1;89;0;2.7;192
5/03/2018 22:00;;19.9;90;0;2.4;198
5/03/2018 23:00;;20.1;89;0;0.4;274
6/03/2018 00:00;;20;88;0;2;221
6/03/2018 01:00;;20.1;88;0;0;280
6/03/2018 02:00;;20.8;86;0;2.1;195
6/03/2018 03:00;;20.4;87;0;1.3;194
6/03/2018 04:00;;20.2;88;0;0.7;201
6/03/2018 05:00;;18.9;93;0;1.7;202
6/03/2018 06:00;;18.7;95;0;1.7;208
6/03/2018 07:00;23.05;18.6;96;0;1.1;204
6/03/2018 08:00;26.51;19.5;93;0;1;187
6/03/2018 09:00;34.56;20.8;88;0;2.2;200
6/03/2018 10:00;60.05;22.4;78;0;1.5;228
6/03/2018 11:00;51.32;23;77;0;2.8;185
6/03/2018 12:00;42.59;24;69;0;2.4;205
6/03/2018 13:00;32.22;24.3;69;0;2.8;199
6/03/2018 14:00;27.19;23.4;74;0;3.3;199
6/03/2018 15:00;30.47;23.8;72;0;3.1;212
6/03/2018 16:00;26.75;24;69;0;1.5;224
6/03/2018 17:00;26.01;21.5;79;0;3;211
6/03/2018 18:00;28.92;21.8;78;0;3.2;214
6/03/2018 19:00;33.68;21.7;77;0;2.1;215
6/03/2018 20:00;50.65;22;73;0;3;214
6/03/2018 21:00;29.16;22;75;0;1.7;218
6/03/2018 22:00;25.24;21.4;78;0;2.2;215
6/03/2018 23:00;22.95;21.3;78;0;1.9;210
7/03/2018 00:00;29.92;21;82;0;0.8;269
7/03/2018 01:00;30.16;20.9;82;0;1.2;221
7/03/2018 02:00;31.46;21.2;82;0;1.7;209
7/03/2018 03:00;24.58;20.4;88;0;1.2;223
7/03/2018 04:00;25.63;19.8;92;0;1.3;217
7/03/2018 05:00;24.74;19.5;92;0;2.1;206
7/03/2018 06:00;24.68;19.5;93;0;1;213
7/03/2018 07:00;24.08;19.9;91;0;1.6;206
7/03/2018 08:00;19.95;19.9;91;0;2.1;215
7/03/2018 09:00;43.67;21.3;86;0;1.9;216
7/03/2018 10:00;50.88;22.7;78;0;2.1;206
7/03/2018 11:00;68.54;27.6;64;0;3.3;198
7/03/2018 12:00;18.89;29.8;52;1;3.8;208
7/03/2018 13:00;25.9;24.7;68;0;4.3;203
7/03/2018 14:00;27.67;24.7;68;0.1;4.2;219
7/03/2018 15:00;32.74;24.8;68;0;4.6;211
7/03/2018 16:00;37.8;24.6;68;0;4.1;214
7/03/2018 17:00;36.7;23.1;73;0;4.2;211
7/03/2018 18:00;61.47;22.6;74;0;3.6;219
7/03/2018 19:00;65.16;22.5;72;0;1.7;240
7/03/2018 20:00;43.32;22.4;72;0;1.4;231
7/03/2018 21:00;47.66;22.3;73;0;1.3;236
7/03/2018 22:00;34.39;22.6;73;0;2.5;220
7/03/2018 23:00;28.32;22;78;0;1.8;212
8/03/2018 00:00;36.82;22;77;0;0.1;321
8/03/2018 01:00;54.99;22.1;77;0;0;358
8/03/2018 02:00;23.09;22.1;78;0;2.5;194
8/03/2018 03:00;19.89;20.5;88;0;1.5;208
8/03/2018 04:00;19.58;20.5;88;0;2;212
8/03/2018 05:00;18.28;19.4;94;0;2.5;203
8/03/2018 06:00;19.13;;;;;
8/03/2018 07:00;29.1;19.7;93;0;1.9;189
8/03/2018 08:00;28.12;21.2;84;0;1.1;243
8/03/2018 09:00;44.89;22.8;77;0;2.4;207
8/03/2018 10:00;34.36;24.5;72;0;3.7;193
8/03/2018 11:00;34.88;24.1;71;0;3;188
8/03/2018 12:00;29.04;24.8;66;0;3;187
8/03/2018 13:00;27.76;25.3;64;0;4.1;193
8/03/2018 14:00;27.73;26.6;61;0;3.9;204
8/03/2018 15:00;27.69;25.3;64;0;4;197
8/03/2018 16:00;29.29;25.2;63;0;3.3;190
8/03/2018 17:00;28.03;24;67;0;2.2;221
8/03/2018 18:00;24.89;22.3;75;0;3.2;212
8/03/2018 19:00;38.43;22.2;79;0;1.7;230
8/03/2018 20:00;39.09;23.2;72;0;1.5;208
8/03/2018 21:00;32.45;22;77;0;1.4;219
8/03/2018 22:00;34.24;21.4;82;0;2.3;210
8/03/2018 23:00;30.44;21.1;84;0;1.9;216
9/03/2018 00:00;29.71;20.1;89;0;2.7;216
9/03/2018 01:00;30.82;20.5;87;0;1.3;220
9/03/2018 02:00;32.93;20.7;86;0;0;259
9/03/2018 03:00;30.15;20.8;86;0;0;170
9/03/2018 04:00;28.4;21.1;85;0;1.4;272
9/03/2018 05:00;36.45;20.3;88;0;2.4;275
9/03/2018 06:00;43.5;20.5;86;0;1.2;299
9/03/2018 07:00;43.65;20.4;86;0;0.5;273
9/03/2018 08:00;59.53;21.3;82;0;2.2;190
9/03/2018 09:00;68.99;23.4;75;0;2.4;193
9/03/2018 10:00;55.16;25.1;68;0;3;197
9/03/2018 11:00;48.59;25.5;63;0;3.7;203
9/03/2018 12:00;31.35;26;61;0;3.5;202
9/03/2018 13:00;30.1;27.3;52;0;3.7;195
9/03/2018 14:00;34.6;26.4;58;0;4.2;204
9/03/2018 15:00;47.06;26.1;61;0;3.5;199
9/03/2018 16:00;38.21;25.2;66;0;3;205
9/03/2018 17:00;30.19;24;70;0;3.6;208
9/03/2018 18:00;30.84;21.8;80;0;3.1;209
9/03/2018 19:00;29.85;22.5;74;0;1.9;223
9/03/2018 20:00;31.02;22;77;0;2.6;214
9/03/2018 21:00;28.93;21.9;81;0;2.9;209
9/03/2018 22:00;25.51;21.3;84;0;2;224
9/03/2018 23:00;25.77;21;84;0;1.5;240
10/03/2018 00:00;22.03;20.9;84;0;2;223
10/03/2018 01:00;21.47;20.5;87;0;2.2;206
10/03/2018 02:00;21.45;20.2;89;0;2;200
10/03/2018 03:00;22.94;19.8;91;0;2.3;214
10/03/2018 04:00;27.49;19.4;92;0;1.3;210
10/03/2018 05:00;27.91;19.1;94;0;2;195
10/03/2018 06:00;30.9;19.1;94;0;1.2;197
10/03/2018 07:00;41.17;20.2;89;0;0.5;231
10/03/2018 08:00;50.21;21.8;83;0;1.1;247
10/03/2018 09:00;78.49;23.1;76;0;2.5;188
10/03/2018 10:00;74.92;24.6;67;0;3.2;195
10/03/2018 11:00;46.63;26.4;61;0;2.3;241
10/03/2018 12:00;35.55;24.9;66;0;4.4;202
10/03/2018 13:00;29.16;25.6;63;0;3.7;197
10/03/2018 14:00;29.77;25.1;65;0;4.3;197
10/03/2018 15:00;31.15;25.8;62;0;3.1;216
10/03/2018 16:00;30.16;24.2;68;0;4;215
10/03/2018 17:00;54.51;22.8;73;0;4.1;216
10/03/2018 18:00;32.48;22.9;73;0;4.3;214
10/03/2018 19:00;29.57;22;76;0;2.2;223
10/03/2018 20:00;27.8;22;78;0;1.8;230
10/03/2018 21:00;28.22;21.6;80;0;2;223
10/03/2018 22:00;32.8;21.5;80;0;2.2;215
10/03/2018 23:00;32.07;21.7;82;0;2.1;218
11/03/2018 00:00;27.78;21.5;83;0;2.2;216
11/03/2018 01:00;27.19;20.9;88;0;2.3;210
11/03/2018 02:00;24.13;20.7;88;0;2.3;212
11/03/2018 03:00;25.33;20.3;89;0;1.7;213
11/03/2018 04:00;28.19;20.7;87;0;1.5;207
11/03/2018 05:00;29.8;20.5;89;0;1.3;198
11/03/2018 06:00;25.15;19;97;0;2.5;198
11/03/2018 07:00;29.69;19.2;97;0;0.6;224
11/03/2018 08:00;34.56;21.3;85;0;0.9;241
11/03/2018 09:00;46.57;22.3;81;0;1.8;245
11/03/2018 10:00;43.27;23.6;73;0;2.8;182
11/03/2018 11:00;67.67;25;67;0;3.8;184
11/03/2018 12:00;60.27;26.4;63;0;3.3;272
11/03/2018 13:00;43.98;26.7;60;0;3.5;270
11/03/2018 14:00;30.94;24.9;67;0;4.8;203
11/03/2018 15:00;24.95;24.5;68;0;4.8;213
11/03/2018 16:00;35.27;22.9;75;0;4.2;211
11/03/2018 17:00;36.81;22.1;79;0;3.3;208
11/03/2018 18:00;28.46;22.4;76;0;2.6;221
11/03/2018 19:00;32.42;21.7;79;0;3.2;218
11/03/2018 20:00;31.83;21.4;81;0;1.1;245
11/03/2018 21:00;25.91;21.3;84;0;2.7;219
11/03/2018 22:00;27.67;21.1;85;0;1.4;229
11/03/2018 23:00;31.03;21;86;0;0.3;307
12/03/2018 00:00;24.25;20.9;87;0;1.8;205
12/03/2018 01:00;22.2;20.1;91;0;2.4;212
12/03/2018 02:00;22.81;19.6;94;0;2.9;209
12/03/2018 03:00;21.6;19.3;95;0;1.3;202
12/03/2018 04:00;21.57;18.7;97;0;1.4;208
12/03/2018 05:00;27.15;19.1;96;0;0;26
12/03/2018 06:00;23.24;20.1;89;0;0.8;261
12/03/2018 07:00;30.07;19.9;90;0;1.1;257
12/03/2018 08:00;21.69;21.1;84;0;1.3;193
12/03/2018 09:00;23.55;19.8;90;0;2.6;181
12/03/2018 10:00;25.59;20.3;89;0;2.6;202
12/03/2018 11:00;39.88;21.9;79;0;2.4;252
12/03/2018 12:00;30.65;24.8;68;0;3.3;206
12/03/2018 13:00;33.41;23.5;72;0;3.3;198
12/03/2018 14:00;31.68;24.3;71;0;2.8;197
12/03/2018 15:00;24.76;23;77;0;3.4;204
12/03/2018 16:00;25.55;22.3;80;0;3.8;197
12/03/2018 17:00;29.44;21.4;84;0;3.6;200
12/03/2018 18:00;22.71;20.5;88;0;3.5;199
12/03/2018 19:00;24.93;20.1;88;0;2;212
12/03/2018 20:00;29.47;20.5;86;0;1.5;220
12/03/2018 21:00;37.56;20.7;86;0;2.1;209
12/03/2018 22:00;34.82;21;83;0;2.2;212
12/03/2018 23:00;27.01;21;81;0;1.7;199
13/03/2018 00:00;23.85;20.3;85;0;1.9;193
13/03/2018 01:00;26.3;20.6;84;0;0.7;227
13/03/2018 02:00;32.49;20.4;85;0;0.8;286
13/03/2018 03:00;30.82;20.1;88;0;0.7;214
13/03/2018 04:00;32.89;19.9;91;0;0.7;262
13/03/2018 05:00;35.52;19.7;92;0;0.1;318
13/03/2018 06:00;32.92;19.6;93;0;1.6;204
13/03/2018 07:00;39.14;19.7;93;0;1.5;199
13/03/2018 08:00;32.42;20.5;89;0;2.6;215
13/03/2018 09:00;29.01;21.4;85;0;2.4;218
13/03/2018 10:00;28.67;22.2;79;0;2.7;206
13/03/2018 11:00;25.36;24.8;64;0;2.2;217
13/03/2018 12:00;21.99;26.3;61;0;3.2;194
13/03/2018 13:00;22.78;25.8;59;0;4.4;220
13/03/2018 14:00;39.08;26.2;57;0;4.5;214
13/03/2018 15:00;40.06;24.7;66;0;3;212
13/03/2018 16:00;30.66;23.9;71;0;3.2;206
13/03/2018 17:00;24.91;21.4;80;0;2.8;204
13/03/2018 18:00;27.75;21.2;81;0;1.4;227
13/03/2018 19:00;34.08;21.1;82;0;2.1;222
13/03/2018 20:00;34.68;21.2;82;0;2.3;208
13/03/2018 21:00;36.51;21.7;77;0;0.7;226
13/03/2018 22:00;38.83;21.3;80;0;2.5;211
13/03/2018 23:00;23.71;21.5;77;0;1.7;220
14/03/2018 00:00;24.5;21.1;79;0;2.2;211
14/03/2018 01:00;30.92;21.1;80;0;0.6;242
14/03/2018 02:00;30.99;20.7;82;0;1.8;215
14/03/2018 03:00;20.77;20.4;84;0;2;208
14/03/2018 04:00;19.57;20;88;0;1.6;217
14/03/2018 05:00;26.53;19.4;92;0;1.7;211
14/03/2018 06:00;32.29;19.6;90;0;1;218
14/03/2018 07:00;42.23;20;90;0;1.5;224
14/03/2018 08:00;68.42;22.2;80;0;1.1;213
14/03/2018 09:00;68.26;23.3;74;0;2.1;191
14/03/2018 10:00;54.77;23.8;73;0;3.5;183
14/03/2018 11:00;43.48;24.6;69;0;4.7;194
14/03/2018 12:00;35.58;26.3;61;0;3.3;199
14/03/2018 13:00;37.22;26.3;62;0;3;199
14/03/2018 14:00;24.12;24.4;68;0;2.9;223
14/03/2018 15:00;30.64;24;71;0;4.6;214
14/03/2018 16:00;36.06;24.3;71;0;2.8;215
14/03/2018 17:00;23.78;23.3;72;0;3.2;208
14/03/2018 18:00;23.55;21.7;81;0;3.4;211
14/03/2018 19:00;23.5;21.7;80;0;2.4;213
14/03/2018 20:00;27.66;21.9;78;0;2.5;215
14/03/2018 21:00;24.6;21.5;81;0;2.5;214
14/03/2018 22:00;25.45;21.5;80;0;1;237
14/03/2018 23:00;25.62;21.1;82;0;1.8;220
15/03/2018 00:00;28.69;21.2;83;0;1.2;224
15/03/2018 01:00;27.45;20.7;87;0;0.9;217
15/03/2018 02:00;28;20.4;87;0;1.9;209
15/03/2018 03:00;26.36;20.1;89;0;0.5;201
15/03/2018 04:00;22.55;20.2;88;0;1.7;194
15/03/2018 05:00;18.17;19.6;91;0;1.4;209
15/03/2018 06:00;21.68;19.6;92;0;1.4;213
15/03/2018 07:00;31.62;19.8;92;0;0.9;207
15/03/2018 08:00;55.48;21.3;85;0;0.2;254
15/03/2018 09:00;65.59;23.7;74;0;2.5;193
15/03/2018 10:00;75.7;25.4;68;0;3.3;199
15/03/2018 11:00;57.57;25.9;63;0;2.7;208
15/03/2018 12:00;48.59;26.8;59;0;3.1;191
15/03/2018 13:00;51.07;27.5;55;0;2.9;192
15/03/2018 14:00;42.47;26.5;63;0;3.9;198
15/03/2018 15:00;40.17;25.3;70;0;4.4;201
15/03/2018 16:00;41.44;25.8;64;0;2.8;203
15/03/2018 17:00;27.06;24.5;69;0;3.4;217
15/03/2018 18:00;21.6;21.7;83;0;3.1;201
